,dst_port,protocol,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts/b_avg,fwd_pkts/b_avg,fwd_blk_rate_avg,bwd_byts/b_avg,bwd_pkts/b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
113046,0.0003204492393145438,0.3529411764705882,0.9998694420131475,0.0,0.0001091703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25000000019308016,0.9996480024258805,0.0,0.13995377535135914,0.9998728725314319,0.9998694421197557,0.9996480024200123,0.0,0.13995377534960354,0.9998728725293126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028000224001792015,0.00010916315525183939,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001091703056768559,0.0,0.41021728515625,1.52587890625e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772869,0.006790471975951048,0.3529411764705882,0.9998699404154429,0.001012145748987854,0.0005458515283842794,5.295898739622657e-05,2.5336351307550622e-05,0.0021725636250775914,0.0,0.006760556547805886,0.00399320218452724,0.09931506849315068,0.0,0.04633058990259853,0.07384276992570547,3.8878537124294214e-06,6.003326644229503e-06,0.9996481368304632,1.3903792647983347e-07,0.1399538759597584,0.9998728725950126,0.9998699404448042,0.9996482711980763,1.2053863335565583e-07,0.13995387608528298,0.9998728726119673,0.0038171592097415302,0.0010290258081201262,1.9554794211835846e-06,0.0009603802747618418,0.0010277924248592587,0.0,0.0,0.0,0.0,0.0008960071680573445,0.0005894810383599327,3.27440138485e-06,5.4573356414e-06,0.0,0.002250155183116077,0.02621193950610698,0.007196045798239752,5.1783075130283886e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.028583270923118555,0.006760556547805886,0.04633058990259853,0.0,0.0,0.0,0.0,0.0,0.0,0.001012145748987854,5.295898739622657e-05,0.0005458515283842794,2.5336351307550622e-05,0.1250152587890625,1.52587890625e-05,0.0038797284190106693,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175223,0.0003204492393145438,0.3529411764705882,0.9998694420120596,0.0,0.0001091703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000001287201,0.9996480024229464,0.0,0.13995377535048134,0.9998728725303723,0.9998694421197557,0.9996480024200123,0.0,0.13995377534960354,0.9998728725293126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028000224001792015,0.00010916315525183939,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001091703056768559,0.0,0.41021728515625,1.52587890625e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475782,0.0,0.0,0.9999111120775936,0.0006072874493927125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6366930343212097e-08,0.9996854612362027,2.185166142949496e-05,0.1399743665291748,0.9998801473217555,0.9999111121863823,0.9996854612362027,2.185166142949496e-05,0.1399743665291748,0.9998801473217555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.610949015e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006072874493927125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76100699568512e-05,3.812853302699425e-05,2.3941945189792414e-05,0.0005447199079584226
625942,0.006790471975951048,0.3529411764705882,0.999869636710095,0.00040485829959514163,0.0001091703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5882856471363525e-06,0.9996481774424989,2.432542043051573e-07,0.1399539323694566,0.9998728725293126,0.9998696368188792,0.9996482649537421,2.9810922858816387e-07,0.1399539324344134,0.9998728725293126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005040040320322563,0.00017466104840294303,4.191021156275e-06,2.7940141042e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040485829959514163,0.0,0.0001091703056768559,0.0,0.1250152587890625,0.1250152587890625,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524414,0.000808752842079563,1.0,0.999869454444455,0.0,0.0001091703056768559,3.6081947456769753e-06,4.722456012945826e-06,0.0004810676598386096,0.025326797385620915,0.002763656083280104,0.0,0.04315068493150685,0.09156976744186046,0.043177916625202775,0.0,1.847369179239416e-05,4.375244503831137e-05,0.9996480359508131,0.0,0.13995378538103737,0.9998728846392989,0.9998694421197557,0.9996480024200123,0.0,0.13995377534960354,0.9998728725293126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.600044800358403e-05,4.366526210073576e-05,2.1876093804700002e-05,4.3752187609400004e-05,0.03934010152284264,0.0009776536312849163,0.016527074089622427,0.002096889586881871,4.396945939558017e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.02478057851153403,0.002763656083280104,0.043177916625202775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6081947456769753e-06,0.0001091703056768559,4.722456012945826e-06,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855306,0.000808752842079563,1.0,0.999869444257659,0.0,0.0001091703056768559,4.073768261248197e-06,6.221648398007993e-06,0.0005431409062693979,0.028594771241830068,0.0031202568682194725,0.0,0.05684931506849315,0.12063953488372092,0.056885191744314764,0.0,0.00012833881447020125,0.0002421310079831908,0.9996480084789118,0.0,0.13995377716224888,0.9998728747175452,0.9998694421197557,0.9996480024200123,0.0,0.13995377534960354,0.9998728725293126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.600044800358403e-05,4.366526210073576e-05,0.00012106537530267499,0.00024213075060534997,0.04441624365482233,0.0012880198634388578,0.02022913868568167,0.003145334380317131,9.893128364006504e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.030331428098117653,0.0031202568682194725,0.056885191744314764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.073768261248197e-06,0.0001091703056768559,6.221648398007993e-06,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883899,0.000808752842079563,1.0,0.9998694422503281,0.0,0.0001091703056768559,5.470488807961865e-06,1.311793336929396e-05,0.0007293606455617629,0.03839869281045752,0.0041900592230375774,0.0,0.11986301369863014,0.2543604651162791,0.11993865729222992,0.0,0.0022663467918942392,0.0022727275295823836,0.9996480030655125,0.0,0.1399537755427183,0.9998728727624414,0.9998694421197557,0.9996480024200123,0.0,0.13995377534960354,0.9998728725293126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.600044800358403e-05,4.366526210073576e-05,0.0011363636363636498,0.0022727272727272995,0.05964467005076142,0.0027157045313469896,0.03556626344085223,0.008387558347516134,7.035113503293471e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.05332780495682123,0.0041900592230375774,0.11993865729222992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.470488807961865e-06,0.0001091703056768559,1.311793336929396e-05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604763,0.006790471975951048,0.3529411764705882,0.9998696656308909,0.00020242914979757084,0.0,1.1639337889280565e-07,0.0,1.5518311607697083e-05,0.0,4.4575098117421034e-05,4.486479713938226e-05,0.0,0.0,0.0,0.0,1.0927181871982032e-08,2.4329213038236683e-06,0.9996486054814997,0.0,0.13995395576794278,0.9998730903310417,0.999869665739675,0.9996486054814997,0.0,0.13995395576794278,0.9998730903310417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036400291202329623,0.0,2.43266386425e-06,0.0,0.0,1.5518311607697083e-05,0.00026443318544696893,6.55277995911225e-05,4.293892518670656e-09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0003964892561845445,4.4575098117421034e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020242914979757084,1.1639337889280565e-07,0.0,0.0,0.00384521484375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108175,0.0003204492393145438,0.3529411764705882,0.9998694420131475,0.0,0.0001091703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25000000019308016,0.9996480024258805,0.0,0.13995377535135914,0.9998728725314319,0.9998694421197557,0.9996480024200123,0.0,0.13995377534960354,0.9998728725293126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028000224001792015,0.00010916315525183939,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001091703056768559,0.0,0.41021728515625,1.52587890625e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770235,0.0012207590069125479,0.3529411764705882,0.9998694421012743,0.00020242914979757084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006024096641431532,0.9996480026635419,0.0,0.13995377542246049,0.9998728726172658,0.9998694422100584,0.9996480026635419,0.0,0.13995377542246049,0.9998728726172658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028000224001792015,0.0,0.006024096385542175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020242914979757084,0.0,0.0,0.0,0.0042572021484375,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661810,0.000808752842079563,1.0,0.9998694827701234,0.0,0.0001091703056768559,4.772128534605031e-06,7.720840783070159e-06,0.0006362507759155804,0.03349673202614379,0.0036551580456285248,0.0,0.07054794520547945,0.14970930232558138,0.07059246686342675,0.0,8.632886113362829e-06,1.334675931861401e-05,0.9996481123398925,0.0,0.13995380823441322,0.9998729122279842,0.9998694421197557,0.9996480024200123,0.0,0.13995377534960354,0.9998728725293126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.600044800358403e-05,4.366526210073576e-05,6.673250940924999e-06,1.3346501881849999e-05,0.052030456852791875,0.0015983860955927996,0.024460069652634846,0.004062723574581497,1.6505722843420145e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.03667525619707036,0.0036551580456285248,0.07059246686342675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.772128534605031e-06,0.0001091703056768559,7.720840783070159e-06,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564307,0.05171440343033281,0.3529411764705882,0.999884494893533,0.002226720647773279,0.0013100436681222707,0.00022382446761086528,0.0001229337755750977,0.010257603972687771,0.0,0.014286318946633441,0.015455341000650035,0.8034246575342466,0.0,0.09366637998062145,0.3563115357748429,5.783820508204379e-07,4.3392223063829105e-07,0.9996497674128426,3.1703882759217663e-06,0.13995904198929265,0.9998728725791174,0.9998844950023188,0.9996516928595666,4.426185349507947e-06,0.13995934837638768,0.9998728727189947,0.11377548228181578,0.01115326404854025,0.021015032668568485,0.05022351044898008,0.0005873690105414863,0.0,0.0,0.0,0.0,0.0019040152321218571,0.001615614697727223,2.16832395275e-07,4.3366479055e-07,0.0,0.01820297951582868,0.0565305263820265,0.03213138330442119,0.0010324257930554507,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.01282051282051282,0.05886213415771729,0.014286318946633441,0.09366637998062145,0.0,0.0,0.0,0.0,0.0,0.0,0.002226720647773279,0.00022382446761086528,0.0013100436681222707,0.0001229337755750977,0.1250152587890625,0.9593658447265625,0.006789524733268671,0.5,0.029747330396084033,0.0,0.029747330396084033,0.029747330396084033,1.7675211302095944e-05,0.0,6.123670493712371e-06,0.00047606569864318016
136217,0.0003204492393145438,0.3529411764705882,0.9998694420131475,0.0,0.0001091703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25000000019308016,0.9996480024258805,0.0,0.13995377535135914,0.9998728725314319,0.9998694421197557,0.9996480024200123,0.0,0.13995377534960354,0.9998728725293126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028000224001792015,0.00010916315525183939,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001091703056768559,0.0,0.41021728515625,1.52587890625e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8198,0.0003204492393145438,0.3529411764705882,0.9998694420131475,0.0,0.0001091703056768559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25000000019308016,0.9996480024258805,0.0,0.13995377535135914,0.9998728725314319,0.9998694421197557,0.9996480024200123,0.0,0.13995377534960354,0.9998728725293126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028000224001792015,0.00010916315525183939,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001091703056768559,0.0,0.41021728515625,1.52587890625e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299771,0.00033570872690095066,0.3529411764705882,0.9998698559302063,0.004251012145748988,0.00240174672489083,0.0002225441404430444,0.00019976738530953374,0.009931719428926133,0.0,0.007747962509137994,0.008736085312671723,0.6684931506849315,0.0,0.08302247316464642,0.2737832352974904,2.701991397472162e-05,2.8913690613806457e-05,0.9996480283796281,5.550069614245348e-08,0.13995388790566168,0.9998728725324916,0.9998698558235695,0.9996480555477518,8.26031838638557e-08,0.13995388790566168,0.9998728727698591,0.00317046966824874,0.00016279845988304074,0.0004873842135534702,0.0014041240100133017,8.087759087655482e-08,0.0,0.0,0.0,0.0,0.004984039872318979,0.0038862083269654824,1.4456716590525e-05,2.891343318105e-05,0.0,0.015145872129112354,0.04034368965767097,0.023123658359639084,0.0005347035759330538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.04124389376264055,0.007747962509137994,0.08302247316464642,0.0,0.0,0.0,0.0,0.0,0.0,0.004251012145748988,0.0002225441404430444,0.00240174672489083,0.00019976738530953374,0.41021728515625,0.0035247802734375,0.015518913676042677,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
