test_index,threat_key,threat_event,calibrated_probability,likelihood,impact_confidentiality,impact_integrity,impact_availability,impact_overall,risk_score,risk_level,impact_method,timestamp,event_type,event_category,log_level,status,anomaly_reason,user_email_hash,user_domain_type,role,ip_address,url_module,hour,is_off_hours,sess_events_per_hour,ip_events_per_hour,anomaly_reason_reference,top3_features,top3_shap_values,operational_triage
2315,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-12 00:49:28,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,0,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.745525|2.698981|1.432798,P1_immediate_investigation
2326,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-12 03:54:57,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,3,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.375461|2.728505|1.389059,P1_immediate_investigation
2388,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-12 13:11:15,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,13,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.931536|-1.612991|-1.602355,P2_analyst_review
2452,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-13 04:39:07,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.284625|2.743518|1.438837,P1_immediate_investigation
2578,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-14 04:18:41,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,2,offhours_access,isolation_forest_score|hour|ip_events_per_hour,5.065805|2.743604|1.442713,P1_immediate_investigation
2579,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-14 04:34:53,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,2,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.821222|2.720065|1.434483,P1_immediate_investigation
2607,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-14 11:59:10,Sync Fail [m_kelas_kuliah]: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry '7,error,ERROR,,db_error_suspicious,,unknown,,,,11,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.677901|-2.327992|1.940307,P1_immediate_investigation
2679,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-14 17:23:24,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,17,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.600924|-2.311704|1.455712,P2_analyst_review
2694,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-14 21:12:09,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,21,0,0,0,auth_error_event,is_error|hour|isolation_forest_score,7.566302|-1.735080|1.485448,P2_analyst_review
2735,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-15 10:42:23,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,10,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.589618|-2.360280|1.638873,P2_analyst_review
2800,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-17 03:56:04,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,3,1,0,2,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.743250|2.736730|1.375893,P1_immediate_investigation
2843,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-17 04:22:12,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,3,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.938688|2.794718|1.454953,P1_immediate_investigation
2848,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-17 04:25:25,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,3,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.792314|2.742891|1.404059,P1_immediate_investigation
2853,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-17 04:29:29,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,4,1,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.237983|-3.352706|2.145903,P1_immediate_investigation
2854,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-17 04:29:32,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,3,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.755112|2.741265|1.370373,P1_immediate_investigation
3019,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-17 15:21:27,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,15,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.948668|-1.725017|-1.640042,P2_analyst_review
3170,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-18 04:11:35,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,4,1,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.222538|-3.285144|2.155955,P1_immediate_investigation
3248,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-18 12:06:40,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,12,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.952591|-1.616388|-1.586816,P1_immediate_investigation
3253,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-18 12:33:44,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,12,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.728222|-2.154800|-1.643829,P2_analyst_review
3297,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-18 16:52:41,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,16,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.945782|-1.695881|-1.592248,P2_analyst_review
3299,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-18 17:05:58,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,17,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.973696|-1.585207|-1.569903,P2_analyst_review
3339,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-18 19:38:17,"SQLSTATE[22001]: String data, right truncated: 1406 Data too long for column 'status_sync' at row 1 ",error,ERROR,,db_error_suspicious,,unknown,,,,19,0,0,0,db_error_suspicious,is_error|isolation_forest_score|ip_events_per_hour,9.824751|-1.303591|-1.217242,P1_immediate_investigation
3361,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-18 20:24:26,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,20,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.933953|-1.332972|-1.221821,P2_analyst_review
3391,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-19 06:32:59,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,6,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.923325|-1.789545|-1.724565,P2_analyst_review
3436,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-20 04:49:00,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,2,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.844466|2.730380|1.395536,P1_immediate_investigation
3437,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-20 04:50:26,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,2,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.879962|2.760027|1.401660,P1_immediate_investigation
3469,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-21 00:55:47,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,0,1,0,2,offhours_access,isolation_forest_score|hour|ip_events_per_hour,5.121761|2.724079|1.345642,P1_immediate_investigation
3489,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-22 01:02:04,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,1,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,5.123805|2.743431|1.359914,P1_immediate_investigation
3490,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-22 02:10:29,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,2,1,0,4,offhours_access,isolation_forest_score|hour|ip_events_per_hour,5.085106|2.761017|1.366227,P1_immediate_investigation
3491,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-22 02:11:01,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,2,1,0,4,offhours_access,isolation_forest_score|hour|ip_events_per_hour,5.082187|2.761017|1.362987,P1_immediate_investigation
3533,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-23 15:18:47,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,15,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.959596|-1.780768|-1.598111,P2_analyst_review
3558,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-24 17:17:24,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,17,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.956865|-1.720176|-1.641065,P2_analyst_review
3581,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-25 19:44:43,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,19,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.942151|-1.270814|-1.198175,P2_analyst_review
3659,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-28 04:49:17,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.684104|2.773982|1.411848,P1_immediate_investigation
3717,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-29 16:16:56,WhatsApp Image Message gagal,error,ERROR,,error_level,,unknown,,,,16,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.566302|-2.353057|1.818893,P2_analyst_review
3749,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-03-30 00:51:32,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,0,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.804443|2.689534|1.347437,P1_immediate_investigation
3794,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-30 09:39:51,Sync Fail [m_kelas_kuliah]: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry '7,error,ERROR,,db_error_suspicious,,unknown,,,,9,0,0,0,db_error_suspicious,is_error|ip_events_per_hour|isolation_forest_score,7.662832|-2.550730|1.876455,P1_immediate_investigation
3796,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-30 09:41:24,Sync Error Class ID d26eef3b-1ea3-4d48-899e-1c8cc5698b42: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.663189|-2.550730|1.876812,P2_analyst_review
3807,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-30 09:59:54,Sync Error Class ID bf942932-69eb-42e4-b255-a3abfea69f0a: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.681083|-2.370087|1.914934,P2_analyst_review
3814,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-30 10:12:42,Google OAuth Error,error,ERROR,,auth_error_event,,unknown,,,,10,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.959596|-1.754655|-1.564457,P2_analyst_review
3887,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-30 19:37:14,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,19,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.951398|-1.325247|-1.165776,P2_analyst_review
3890,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-30 19:58:55,Login Auth Error: A four digit year could not be found,error,ERROR,,auth_error_event,,unknown,,,,19,0,0,0,auth_error_event,is_error|hour|isolation_forest_score,7.712751|-1.728815|1.363419,P2_analyst_review
3941,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-31 07:49:33,Google OAuth Error,error,ERROR,,auth_error_event,,unknown,,,,7,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.958305|-1.785911|-1.613008,P2_analyst_review
3986,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-31 10:14:48,"SQLSTATE[22001]: String data, right truncated: 1406 Data too long for column 'status_sync' at row 1 ",error,ERROR,,db_error_suspicious,,unknown,,,,10,0,0,0,db_error_suspicious,is_error|isolation_forest_score|ip_events_per_hour,9.956865|-1.690506|-1.625258,P1_immediate_investigation
3988,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-31 10:15:46,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,10,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.956865|-1.686424|-1.629676,P2_analyst_review
4017,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-31 11:18:23,Google OAuth Error,error,ERROR,,auth_error_event,,unknown,,,,11,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.956865|-1.696480|-1.650517,P2_analyst_review
4043,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-03-31 14:04:07,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,14,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.986328|-1.669506|-1.538034,P1_immediate_investigation
4048,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-31 15:06:21,Could not parse 'FALLBACK 2026-02-23': Failed to parse time string (FALLBACK 2026-02-23) at position,error,ERROR,,error_level,,unknown,,,,15,0,0,0,error_level,is_error|isolation_forest_score|ip_events_per_hour,9.967305|-1.634114|-1.580529,P2_analyst_review
4050,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-31 15:07:48,Could not parse 'FALLBACK 2026-02-23': Failed to parse time string (FALLBACK 2026-02-23) at position,error,ERROR,,error_level,,unknown,,,,15,0,0,0,error_level,is_error|isolation_forest_score|ip_events_per_hour,9.960496|-1.662764|-1.585848,P2_analyst_review
4073,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-31 20:33:25,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,20,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.948654|-1.279523|-1.218481,P2_analyst_review
4074,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-03-31 20:34:02,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,20,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.948668|-1.279528|-1.218468,P2_analyst_review
4122,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-01 08:57:31,Sync Error Class ID 7d4c4701-7a55-4f01-88de-83e492648cf4: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,8,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.695628|-2.446324|1.882109,P2_analyst_review
4124,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-01 09:01:09,Sync Error Class ID d17088a3-4712-43d0-b095-1a8d431eb1a9: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.695628|-2.449008|1.880334,P2_analyst_review
4126,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-01 09:02:09,Sync Error Class ID 1f5bfe46-ef2c-463d-ad97-d3cfd96cb793: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.695628|-2.407755|1.857569,P2_analyst_review
4128,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-01 09:03:10,Sync Error Class ID 6a78c8d0-c707-4b50-b1f8-de5c444623ae: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.698026|-2.468725|1.853129,P2_analyst_review
4130,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-01 09:04:10,Sync Error Class ID 7d4c4701-7a55-4f01-88de-83e492648cf4: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.698461|-2.468497|1.843579,P2_analyst_review
4133,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-01 09:05:10,Sync Error Class ID a36cc2e8-c5f0-4842-a6a5-e47fc33c351e: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.698461|-2.468497|1.843579,P2_analyst_review
4135,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-01 09:06:11,Sync Error Class ID c49691d6-af70-4563-925a-f6475ef17070: API Error InsertKelasKuliah: Nama Kelas Su,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.672157|-2.491962|1.840157,P2_analyst_review
4154,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-01 13:32:29,Could not parse 'FALLBACK 2026-02-23': Failed to parse time string (FALLBACK 2026-02-23) at position,error,ERROR,,error_level,,unknown,,,,13,0,0,0,error_level,is_error|isolation_forest_score|ip_events_per_hour,9.808625|-1.811278|-1.650466,P2_analyst_review
4223,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-02 10:44:34,Google OAuth Error,error,ERROR,,auth_error_event,,unknown,,,,10,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,9.931536|-1.676020|-1.669964,P2_analyst_review
4362,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-03 22:09:54,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,22,0,0,0,auth_error_event,is_error|hour|isolation_forest_score,7.874308|-1.710092|0.819607,P2_analyst_review
4524,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-04-05 00:57:19,Could not parse 'FALLBACK 2026-02-23': Failed to parse time string (FALLBACK 2026-02-23) at position,error,ERROR,,error_level,,unknown,,,,0,1,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.293054|-3.200707|2.260698,P1_immediate_investigation
4525,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-04-05 03:16:48,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,3,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,5.053241|2.731451|1.457080,P1_immediate_investigation
4702,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-07 08:52:59,Google OAuth Error,error,ERROR,,auth_error_event,,unknown,,,,8,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.960496|-1.752420|-1.583927,P2_analyst_review
4716,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-04-07 13:12:01,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,13,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.956865|-1.681609|-1.618078,P1_immediate_investigation
4717,database_probing,Database probing / SQL injection attempt,1.0,5,3,4,3,3,15,Very High,weighted,2026-04-07 13:13:18,Login Auth Error: SQLSTATE[23000]: Integrity constraint violation: 1062 Duplicate entry 'a22100096@m,error,ERROR,,auth_error_event,,unknown,,,,13,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.956865|-1.685839|-1.627627,P1_immediate_investigation
4724,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-07 15:02:54,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,15,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,8.062455|-2.091617|1.009661,P2_analyst_review
4725,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-07 15:03:05,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,15,0,0,0,auth_error_event,is_error|ip_events_per_hour|tos_knn_score,9.112499|-1.752263|0.696384,P2_analyst_review
4727,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-07 15:39:10,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,15,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.948668|-1.710236|-1.642416,P2_analyst_review
4729,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-07 15:53:22,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,15,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.967305|-1.639133|-1.583493,P2_analyst_review
4765,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-04-08 00:55:35,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,0,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.612791|2.681658|1.326492,P1_immediate_investigation
4802,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-08 17:07:50,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,17,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.945782|-1.657117|-1.591921,P2_analyst_review
4834,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-09 08:21:03,Login Auth Error: Not enough data available to satisfy format,error,ERROR,,auth_error_event,,unknown,,,,8,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,9.923338|-1.679410|-1.656000,P2_analyst_review
4848,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-09 09:48:14,Sync Error Class ID 0776f5b8-8e4d-45c7-b53c-f8843fdb836d: API Error UpdateKelasKuliah: Tidak bisa me,error,ERROR,,error_level,,unknown,,,,9,0,0,0,error_level,is_error|ip_events_per_hour|isolation_forest_score,7.657987|-2.493246|1.842327,P2_analyst_review
4905,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-09 18:34:04,Login Auth Error: Unexpected data found.,error,ERROR,,auth_error_event,,unknown,,,,18,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.814136|-1.250114|-1.192090,P2_analyst_review
4926,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-04-10 04:07:15,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.718447|2.728894|1.413099,P1_immediate_investigation
4996,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-10 22:30:56,Login Auth Error: Trailing data,error,ERROR,,auth_error_event,,unknown,,,,22,0,0,0,auth_error_event,is_error|isolation_forest_score|ip_events_per_hour,9.945231|-1.426466|-1.180689,P2_analyst_review
4999,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-04-11 03:24:52,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,3,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.563820|2.725325|1.390019,P1_immediate_investigation
5000,offhours_access,Unauthorized after-hours access,1.0,5,4,3,1,3,15,Very High,weighted,2026-04-11 04:58:54,Google OAuth Redirect Initiated,auth_attempt,INFO,,offhours_access,,unknown,,10.11.228.1,,4,1,0,1,offhours_access,isolation_forest_score|hour|ip_events_per_hour,4.793135|2.731616|1.367090,P1_immediate_investigation
5003,application_error,System/application error anomaly,1.0,5,1,2,3,2,10,High,weighted,2026-04-11 07:56:51,Google OAuth Error,error,ERROR,,auth_error_event,,unknown,,,,7,0,0,0,auth_error_event,is_error|ip_events_per_hour|isolation_forest_score,7.681872|-2.321595|1.808219,P2_analyst_review
