model,test_index,y_true,y_pred,calibrated_probability,diagnostic_category
XGBoost,60,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,61,0,0,0.0,Correct_or_Clear
XGBoost,62,0,0,0.0,Correct_or_Clear
XGBoost,63,0,0,0.0,Correct_or_Clear
XGBoost,64,0,0,0.0,Correct_or_Clear
XGBoost,65,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,66,1,1,1.0,Correct_or_Clear
XGBoost,67,0,0,0.0,Correct_or_Clear
XGBoost,68,0,0,0.0,Correct_or_Clear
XGBoost,69,0,0,0.0,Correct_or_Clear
XGBoost,70,0,0,0.0,Correct_or_Clear
XGBoost,71,0,0,0.0,Correct_or_Clear
XGBoost,72,0,0,0.0,Correct_or_Clear
XGBoost,73,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,74,0,0,0.0,Correct_or_Clear
XGBoost,75,0,0,0.0,Correct_or_Clear
XGBoost,76,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,77,0,0,0.0,Correct_or_Clear
XGBoost,78,0,0,0.0,Correct_or_Clear
XGBoost,79,0,0,0.0,Correct_or_Clear
XGBoost,80,0,0,0.0,Correct_or_Clear
XGBoost,81,0,0,0.0,Correct_or_Clear
XGBoost,82,0,0,0.0,Correct_or_Clear
XGBoost,83,0,0,0.0,Correct_or_Clear
XGBoost,84,0,0,0.0,Correct_or_Clear
XGBoost,85,0,0,0.0,Correct_or_Clear
XGBoost,86,0,0,0.0,Correct_or_Clear
XGBoost,87,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,88,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,89,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,90,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,91,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,92,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,93,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,94,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,95,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,96,0,0,0.0,Correct_or_Clear
XGBoost,97,0,0,0.0,Correct_or_Clear
XGBoost,98,0,0,0.0,Correct_or_Clear
XGBoost,99,0,0,0.0,Correct_or_Clear
XGBoost,100,0,0,0.0,Correct_or_Clear
XGBoost,101,0,0,0.0,Correct_or_Clear
XGBoost,102,0,0,0.0,Correct_or_Clear
XGBoost,103,0,0,0.0,Correct_or_Clear
XGBoost,104,0,0,0.0,Correct_or_Clear
XGBoost,105,0,0,0.0,Correct_or_Clear
XGBoost,106,1,1,1.0,Correct_or_Clear
XGBoost,107,0,0,0.0,Correct_or_Clear
XGBoost,108,1,1,1.0,Correct_or_Clear
XGBoost,109,0,0,0.0,Correct_or_Clear
XGBoost,110,1,1,1.0,Correct_or_Clear
XGBoost,111,0,0,0.0,Correct_or_Clear
XGBoost,112,0,0,0.0,Correct_or_Clear
XGBoost,113,1,1,1.0,Correct_or_Clear
XGBoost,114,0,0,0.0,Correct_or_Clear
XGBoost,115,1,1,1.0,Correct_or_Clear
XGBoost,116,0,0,0.0,Correct_or_Clear
XGBoost,117,0,0,0.0,Correct_or_Clear
XGBoost,118,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,119,1,1,1.0,Correct_or_Clear
XGBoost,120,1,1,1.0,Correct_or_Clear
XGBoost,121,1,1,1.0,Correct_or_Clear
XGBoost,122,1,1,1.0,Correct_or_Clear
XGBoost,123,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,124,0,0,0.0,Correct_or_Clear
XGBoost,125,0,0,0.0,Correct_or_Clear
XGBoost,126,0,0,0.0,Correct_or_Clear
XGBoost,127,1,1,1.0,Correct_or_Clear
XGBoost,128,0,0,0.0,Correct_or_Clear
XGBoost,129,1,1,1.0,Correct_or_Clear
XGBoost,130,0,0,0.0,Correct_or_Clear
XGBoost,131,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,132,0,0,0.0,Correct_or_Clear
XGBoost,133,0,0,0.0,Correct_or_Clear
XGBoost,134,1,1,1.0,Correct_or_Clear
XGBoost,135,0,0,0.0,Correct_or_Clear
XGBoost,136,0,0,0.0,Correct_or_Clear
XGBoost,137,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,138,0,0,0.0,Correct_or_Clear
XGBoost,139,0,0,0.0,Correct_or_Clear
XGBoost,140,1,1,1.0,Correct_or_Clear
XGBoost,141,0,0,0.0,Correct_or_Clear
XGBoost,142,0,0,0.0,Correct_or_Clear
XGBoost,143,0,0,0.0,Correct_or_Clear
XGBoost,144,0,0,0.0,Correct_or_Clear
XGBoost,145,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,146,0,0,0.0,Correct_or_Clear
XGBoost,147,1,1,1.0,Correct_or_Clear
XGBoost,148,0,0,0.0,Correct_or_Clear
XGBoost,149,1,1,1.0,Correct_or_Clear
XGBoost,150,0,0,0.0,Correct_or_Clear
XGBoost,151,0,0,0.0,Correct_or_Clear
XGBoost,152,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,153,0,0,0.0,Correct_or_Clear
XGBoost,154,0,0,0.0,Correct_or_Clear
XGBoost,155,0,0,0.0,Correct_or_Clear
XGBoost,156,0,0,0.0,Correct_or_Clear
XGBoost,157,1,1,1.0,Correct_or_Clear
XGBoost,158,0,0,0.0,Correct_or_Clear
XGBoost,159,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,160,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,161,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,162,1,1,1.0,Correct_or_Clear
XGBoost,163,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,164,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,165,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,166,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,167,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,168,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,169,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,170,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,171,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,172,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,173,0,0,0.0,Correct_or_Clear
XGBoost,174,0,0,0.0,Correct_or_Clear
XGBoost,175,0,0,0.0,Correct_or_Clear
XGBoost,176,0,0,0.0,Correct_or_Clear
XGBoost,177,0,0,0.0,Correct_or_Clear
XGBoost,178,0,0,0.0,Correct_or_Clear
XGBoost,179,0,0,0.0,Correct_or_Clear
XGBoost,180,0,0,0.0,Correct_or_Clear
XGBoost,181,0,0,0.0,Correct_or_Clear
XGBoost,182,0,0,0.0,Correct_or_Clear
XGBoost,183,0,0,0.0,Correct_or_Clear
XGBoost,184,0,0,0.0,Correct_or_Clear
XGBoost,185,0,0,0.0,Correct_or_Clear
XGBoost,186,0,0,0.0,Correct_or_Clear
XGBoost,187,1,1,1.0,Correct_or_Clear
XGBoost,188,0,0,0.0,Correct_or_Clear
XGBoost,189,0,0,0.0,Correct_or_Clear
XGBoost,190,0,0,0.0,Correct_or_Clear
XGBoost,191,0,0,0.0,Correct_or_Clear
XGBoost,192,0,0,0.0,Correct_or_Clear
XGBoost,193,0,0,0.0,Correct_or_Clear
XGBoost,194,0,0,0.0,Correct_or_Clear
XGBoost,195,0,0,0.0,Correct_or_Clear
XGBoost,196,0,0,0.0,Correct_or_Clear
XGBoost,197,0,0,0.0,Correct_or_Clear
XGBoost,198,0,0,0.0,Correct_or_Clear
XGBoost,199,0,0,0.0,Correct_or_Clear
XGBoost,200,0,0,0.0,Correct_or_Clear
XGBoost,201,0,0,0.0,Correct_or_Clear
XGBoost,202,0,0,0.0,Correct_or_Clear
XGBoost,203,1,1,1.0,Correct_or_Clear
XGBoost,204,0,0,0.0,Correct_or_Clear
XGBoost,205,0,0,0.0,Correct_or_Clear
XGBoost,206,0,0,0.0,Correct_or_Clear
XGBoost,207,0,0,0.0,Correct_or_Clear
XGBoost,208,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,209,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,210,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,211,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,212,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,213,0,0,0.0,Correct_or_Clear
XGBoost,214,0,0,0.0,Correct_or_Clear
XGBoost,215,0,0,0.0,Correct_or_Clear
XGBoost,216,0,0,0.0,Correct_or_Clear
XGBoost,217,0,0,0.0,Correct_or_Clear
XGBoost,218,0,0,0.0,Correct_or_Clear
XGBoost,219,0,0,0.0,Correct_or_Clear
XGBoost,220,0,0,0.0,Correct_or_Clear
XGBoost,221,0,0,0.0,Correct_or_Clear
XGBoost,222,0,0,0.0,Correct_or_Clear
XGBoost,223,0,0,0.0,Correct_or_Clear
XGBoost,224,0,0,0.0,Correct_or_Clear
XGBoost,225,0,0,0.0,Correct_or_Clear
XGBoost,226,0,0,0.0,Correct_or_Clear
XGBoost,227,0,0,0.0,Correct_or_Clear
XGBoost,228,0,0,0.0,Correct_or_Clear
XGBoost,229,0,0,0.0,Correct_or_Clear
XGBoost,230,0,0,0.0,Correct_or_Clear
XGBoost,231,1,1,1.0,Correct_or_Clear
XGBoost,232,0,0,0.0,Correct_or_Clear
XGBoost,233,0,0,0.0,Correct_or_Clear
XGBoost,234,0,0,0.0,Correct_or_Clear
XGBoost,235,0,0,0.0,Correct_or_Clear
XGBoost,236,0,0,0.0,Correct_or_Clear
XGBoost,237,0,0,0.0,Correct_or_Clear
XGBoost,238,0,0,0.0,Correct_or_Clear
XGBoost,239,0,0,0.0,Correct_or_Clear
XGBoost,240,0,0,0.0,Correct_or_Clear
XGBoost,241,0,0,0.0,Correct_or_Clear
XGBoost,242,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,243,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,244,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,245,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,246,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,247,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,248,0,0,0.0,Correct_or_Clear
XGBoost,249,0,0,0.0,Correct_or_Clear
XGBoost,250,0,0,0.0,Correct_or_Clear
XGBoost,251,0,0,0.0,Correct_or_Clear
XGBoost,252,0,0,0.0,Correct_or_Clear
XGBoost,253,0,0,0.0,Correct_or_Clear
XGBoost,254,0,0,0.0,Correct_or_Clear
XGBoost,255,0,0,0.0,Correct_or_Clear
XGBoost,256,0,0,0.0,Correct_or_Clear
XGBoost,257,0,0,0.0,Correct_or_Clear
XGBoost,258,0,0,0.0,Correct_or_Clear
XGBoost,259,0,0,0.0,Correct_or_Clear
XGBoost,260,0,0,0.0,Correct_or_Clear
XGBoost,261,0,0,0.0,Correct_or_Clear
XGBoost,262,0,0,0.0,Correct_or_Clear
XGBoost,263,0,0,0.0,Correct_or_Clear
XGBoost,264,0,0,0.0,Correct_or_Clear
XGBoost,265,0,0,0.0,Correct_or_Clear
XGBoost,266,0,0,0.0,Correct_or_Clear
XGBoost,267,0,0,0.0,Correct_or_Clear
XGBoost,268,0,0,0.0,Correct_or_Clear
XGBoost,269,0,0,0.0,Correct_or_Clear
XGBoost,270,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,271,0,0,0.0,Correct_or_Clear
XGBoost,272,0,0,0.0,Correct_or_Clear
XGBoost,273,0,0,0.0,Correct_or_Clear
XGBoost,274,0,0,0.0,Correct_or_Clear
XGBoost,275,0,0,0.0,Correct_or_Clear
XGBoost,276,1,1,1.0,Correct_or_Clear
XGBoost,277,0,0,0.0,Correct_or_Clear
XGBoost,278,0,0,0.0,Correct_or_Clear
XGBoost,279,0,0,0.0,Correct_or_Clear
XGBoost,280,0,0,0.0,Correct_or_Clear
XGBoost,281,0,0,0.0,Correct_or_Clear
XGBoost,282,0,0,0.0,Correct_or_Clear
XGBoost,283,0,0,0.0,Correct_or_Clear
XGBoost,284,0,0,0.0,Correct_or_Clear
XGBoost,285,0,0,0.0,Correct_or_Clear
XGBoost,286,0,0,0.0,Correct_or_Clear
XGBoost,287,0,0,0.0,Correct_or_Clear
XGBoost,288,0,0,0.0,Correct_or_Clear
XGBoost,289,0,0,0.0,Correct_or_Clear
XGBoost,290,0,0,0.0,Correct_or_Clear
XGBoost,291,0,0,0.0,Correct_or_Clear
XGBoost,292,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,293,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,294,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,295,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,296,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,297,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,298,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,299,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,300,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,301,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,302,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,303,0,0,0.0,Correct_or_Clear
XGBoost,304,0,0,0.0,Correct_or_Clear
XGBoost,305,0,0,0.0,Correct_or_Clear
XGBoost,306,0,0,0.0,Correct_or_Clear
XGBoost,307,0,0,0.0,Correct_or_Clear
XGBoost,308,0,0,0.0,Correct_or_Clear
XGBoost,309,0,0,0.0,Correct_or_Clear
XGBoost,310,0,0,0.0,Correct_or_Clear
XGBoost,311,0,0,0.0,Correct_or_Clear
XGBoost,312,0,0,0.0,Correct_or_Clear
XGBoost,313,0,0,0.0,Correct_or_Clear
XGBoost,314,0,0,0.0,Correct_or_Clear
XGBoost,315,0,0,0.0,Correct_or_Clear
XGBoost,316,0,0,0.0,Correct_or_Clear
XGBoost,317,1,1,1.0,Correct_or_Clear
XGBoost,318,0,0,0.0,Correct_or_Clear
XGBoost,319,0,0,0.0,Correct_or_Clear
XGBoost,320,0,0,0.0,Correct_or_Clear
XGBoost,321,0,0,0.0,Correct_or_Clear
XGBoost,322,0,0,0.0,Correct_or_Clear
XGBoost,323,0,0,0.0,Correct_or_Clear
XGBoost,324,0,0,0.0,Correct_or_Clear
XGBoost,325,0,0,0.0,Correct_or_Clear
XGBoost,326,0,0,0.0,Correct_or_Clear
XGBoost,327,0,0,0.0,Correct_or_Clear
XGBoost,328,0,0,0.0,Correct_or_Clear
XGBoost,329,0,0,0.0,Correct_or_Clear
XGBoost,330,0,0,0.0,Correct_or_Clear
XGBoost,331,0,0,0.0,Correct_or_Clear
XGBoost,332,0,0,0.0,Correct_or_Clear
XGBoost,333,0,0,0.0,Correct_or_Clear
XGBoost,334,0,0,0.0,Correct_or_Clear
XGBoost,335,0,0,0.0,Correct_or_Clear
XGBoost,336,0,0,0.0,Correct_or_Clear
XGBoost,337,0,0,0.0,Correct_or_Clear
XGBoost,338,0,0,0.0,Correct_or_Clear
XGBoost,339,0,0,0.0,Correct_or_Clear
XGBoost,340,0,0,0.0,Correct_or_Clear
XGBoost,341,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,342,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,343,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,344,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,345,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,346,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,347,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,348,0,0,0.0,Correct_or_Clear
XGBoost,349,0,0,0.0,Correct_or_Clear
XGBoost,350,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,351,0,0,0.0,Correct_or_Clear
XGBoost,352,0,0,0.0,Correct_or_Clear
XGBoost,353,0,0,0.0,Correct_or_Clear
XGBoost,354,0,0,0.0,Correct_or_Clear
XGBoost,355,0,0,0.0,Correct_or_Clear
XGBoost,356,0,0,0.0,Correct_or_Clear
XGBoost,357,0,0,0.0,Correct_or_Clear
XGBoost,358,0,0,0.0,Correct_or_Clear
XGBoost,359,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,360,0,0,0.0,Correct_or_Clear
XGBoost,361,0,0,0.0,Correct_or_Clear
XGBoost,362,0,0,0.0,Correct_or_Clear
XGBoost,363,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,364,0,0,0.0,Correct_or_Clear
XGBoost,365,0,0,0.0,Correct_or_Clear
XGBoost,366,0,0,0.0,Correct_or_Clear
XGBoost,367,0,0,0.0,Correct_or_Clear
XGBoost,368,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,369,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,370,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,371,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,372,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,373,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,374,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,375,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,376,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,377,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,378,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,379,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,380,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,381,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,382,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,383,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,384,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,385,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,386,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,387,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,388,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,389,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,390,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,391,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,392,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,393,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,394,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,395,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,396,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,397,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,398,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,399,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,400,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,401,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,402,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,403,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,404,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,405,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,406,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,407,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,408,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,409,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,410,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,411,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,412,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,413,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,414,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,415,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,416,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,417,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,418,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,419,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,420,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,421,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,422,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,423,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,424,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,425,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,426,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,427,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,428,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,429,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,430,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,431,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,432,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,433,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,434,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,435,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,436,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,437,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,438,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,439,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,440,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,441,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,442,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,443,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,444,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,445,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,446,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,447,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,448,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,449,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,450,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,451,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,452,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,453,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,454,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,455,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,456,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,457,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,458,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,459,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,460,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,461,1,1,1.0,Correct_or_Clear
XGBoost,462,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,463,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,464,1,1,0.9962467302403063,Near_Threshold
XGBoost,465,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,466,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,467,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,468,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,469,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,470,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,471,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,472,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,473,1,1,0.9956445600560956,Near_Threshold
XGBoost,474,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,475,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,476,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,477,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,478,1,1,1.0,Correct_or_Clear
XGBoost,479,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,480,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,481,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,482,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,483,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,484,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,485,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,486,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,487,0,0,0.00025246149962130775,Correct_or_Clear
XGBoost,488,0,0,0.00025246149962130775,Correct_or_Clear
